process_name,file_name,prompting_technique,step_name,ethical_value,score,explanation,quotes
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,few_shot,Set Target Date for Approval,responsibility,4,"Setting a target date is a proactive step that establishes a clear timeline and assigns an initial obligation for the process to be completed, which is a foundational element of responsibility.",set target date for approval
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,few_shot,Evaluate Significant Variances,accountability,9,This step is a direct mechanism for holding departments or units answerable for their past financial performance by examining deviations from the plan.,evaluating any significant variances
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,few_shot,Evaluate Significant Variances,fairness,8,The criteria for what constitutes a 'significant variance' and the evaluation process itself must be applied consistently and equitably across all departments to avoid biased scrutiny.,evaluating any significant variances
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,few_shot,Evaluate Significant Variances,transparency,7,The process and criteria for evaluating variances should be open and clear to all stakeholders to ensure they understand how their performance is being judged.,evaluating any significant variances
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,few_shot,Define Goals,fairness,8,"The goals set for the budget period must be fair to all stakeholders, ensuring that the anticipated benefits and burdens are distributed equitably across the organization.",defining three to five goals
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,few_shot,Define Goals,diversity_and_inclusion,7,"The process of defining goals should actively include diverse perspectives from various levels and departments to ensure the goals are representative and inclusive, not just top-down.",defining three to five goals
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,few_shot,Define Goals,well_being,6,"The nature of the goals can directly impact employee well-being; for example, overly aggressive cost-cutting goals could lead to increased stress and job insecurity.",defining three to five goals
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,few_shot,Determine Ways of Achieving Goals,fairness,9,"The methods chosen to achieve goals (e.g., cost-cutting, restructuring) must be implemented fairly and not disproportionately harm specific groups or departments.",determining ways of achieving the goals
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,few_shot,Determine Ways of Achieving Goals,well_being,8,"The strategies selected to meet budget goals can significantly affect the physical and mental well-being of employees, such as through changes in workload, resources, or job security.",determining ways of achieving the goals
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,few_shot,Estimate Average Monthly Cost,fairness,7,"The estimation process must use unbiased assumptions and data to ensure that costs for all departments are calculated equitably, preventing unfair resource allocation based on flawed estimates.",estimating the average monthly cost
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,few_shot,Estimate Average Monthly Cost,transparency,6,The methodology and assumptions used to estimate costs should be clear and explainable to allow for scrutiny and build trust in the resulting budget figures.,estimating the average monthly cost
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,few_shot,List All Department Expenses,privacy,7,"Departmental expense lists can contain sensitive data, such as vendor contracts or project-specific spending, which requires protection to maintain confidentiality.",listing all department expenses
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,few_shot,List All Department Expenses,transparency,6,"While individual privacy is key, the process of collecting expense data should be transparent in terms of who has access to the information and for what purpose.",listing all department expenses
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,few_shot,List All Sources of Income,privacy,7,"Information about income sources, such as specific client contracts or donor details, can be highly confidential and must be protected from unauthorized disclosure.",listing all sources of income
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,few_shot,Project Total Annual Income,trust,8,"An honest, realistic, and well-justified income projection is fundamental to building trust with all stakeholders, including management, employees, and investors.",projecting total annual income
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,few_shot,Project Total Annual Income,transparency,7,"The assumptions, data, and models used to project income must be transparent to allow stakeholders to understand the basis of the projection and its level of certainty.",projecting total annual income
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,few_shot,Project Total Annual Income,responsibility,6,"There should be a clear assignment of responsibility for the accuracy and integrity of the income projection, as it forms a critical foundation for the entire budget.",projecting total annual income
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,few_shot,Finalize the Budget,fairness,10,"This is the most critical step for fairness, as it involves the final allocation of resources. Decisions must be equitable, just, and non-discriminatory, directly impacting all departments.",finalizing the budget
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,few_shot,Finalize the Budget,accountability,9,Clear accountability mechanisms are needed to hold the decision-makers who finalize the budget answerable for the choices made and their subsequent impacts.,finalizing the budget
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,few_shot,Finalize the Budget,transparency,8,"The rationale behind the final budget decisions, especially regarding which items were funded or cut, must be communicated clearly to maintain trust and understanding.",finalizing the budget
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,few_shot,Finalize the Budget,solidarity,7,"The final budget can either foster solidarity by showing shared purpose and sacrifice, or it can create division by pitting departments against each other for resources.",finalizing the budget
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,few_shot,Record Financial Data in Spreadsheet,privacy,8,The budget spreadsheet contains highly sensitive and consolidated financial data. Strong access controls and data protection are essential to protect this information.,recording financial data in a budget spreadsheet
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,few_shot,Record Financial Data in Spreadsheet,responsibility,6,The obligation for accurate data entry and for securing the spreadsheet must be clearly assigned to a specific person or role to ensure data integrity and confidentiality.,recording financial data in a budget spreadsheet
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,few_shot,Request Approval from Top Management,transparency,8,"The budget presentation to top management must be transparent, fully and honestly disclosing the data, assumptions, and potential consequences of the proposed plan.",requesting approval from top management
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,few_shot,Request Approval from Top Management,accountability,7,The individuals or group requesting approval are formally presenting themselves as accountable for the budget they have prepared and are recommending.,requesting approval from top management
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,few_shot,Request Approval from Top Management,trust,7,"This step relies on a relationship of trust, where management must believe that the budget has been prepared honestly and competently by those submitting it.",requesting approval from top management
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,few_shot,Obtain Approval from Top Management,accountability,10,"By giving approval, top management becomes formally and ultimately answerable for the budget and its outcomes, representing the highest level of accountability in the process.",obtaining approval from top management
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,few_shot,Obtain Approval from Top Management,responsibility,9,"Approval is the act through which top management formally accepts the proactive obligation for the consequences of the budget, including its impact on the organization and its people.",obtaining approval from top management
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,few_shot,Obtain Approval from Top Management,fairness,8,"Top management has the final duty to ensure the approved budget is fair and equitable to the entire organization, overriding any potential biases from the preparation stages.",obtaining approval from top management
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,contrastive_cot,Set Target Date for Approval,fairness,6,"Setting an overly aggressive or unrealistic target date can place undue pressure on employees, creating an unfair working environment compared to a reasonably paced process.",set target date for approval
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,contrastive_cot,Set Target Date for Approval,well_being,5,"An unreasonable timeline for a complex process like budget preparation can lead to employee stress, burnout, and negatively impact mental well-being.",set target date for approval
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,contrastive_cot,Evaluate Significant Variances,fairness,8,The evaluation of variances must be impartial and avoid unfairly blaming individuals or departments for issues that may have been outside their control. Biased evaluations can lead to unjust consequences.,evaluating any significant variances
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,contrastive_cot,Evaluate Significant Variances,accountability,9,"This step is central to accountability, as it involves investigating deviations from the plan and holding the responsible parties or units answerable for their performance.",evaluating any significant variances
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,contrastive_cot,Evaluate Significant Variances,transparency,7,The criteria and methods used to evaluate variances should be open and clear to all stakeholders to ensure the process is understood and perceived as just.,evaluating any significant variances
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,contrastive_cot,Define Goals,fairness,8,"Budgetary goals can disproportionately benefit or burden certain departments. A fair process ensures that goals are set equitably and align with the overall well-being of the organization, not just powerful factions.",defining three to five goals
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,contrastive_cot,Define Goals,diversity_and_inclusion,7,"To be effective and equitable, the goal-setting process should actively include diverse perspectives from different departments, roles, and backgrounds, rather than being a top-down exercise.",defining three to five goals
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,contrastive_cot,Define Goals,solidarity,6,The nature of the goals can either foster internal competition for resources or promote solidarity and shared responsibility for achieving collective success.,defining three to five goals
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,contrastive_cot,Determine Ways of Achieving Goals,well_being,8,"The methods chosen to achieve financial goals, such as cost-cutting or increased productivity targets, can have a direct and significant impact on employee workload, job security, and overall well-being.",determining ways of achieving the goals
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,contrastive_cot,Determine Ways of Achieving Goals,fairness,7,"The burdens associated with achieving goals (e.g., budget cuts, restructuring) must be distributed fairly across the organization, not disproportionately placed on less powerful departments or vulnerable employees.",determining ways of achieving the goals
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,contrastive_cot,Estimate Average Monthly Cost,fairness,7,"Cost estimations can be deliberately or unconsciously biased to favor or disadvantage certain departments, impacting their eventual budget allocation. An objective process is critical for fairness.",estimating the average monthly cost
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,contrastive_cot,Estimate Average Monthly Cost,transparency,6,The assumptions and methods used to estimate costs should be transparent to allow for scrutiny and ensure that the estimates are credible and well-founded.,estimating the average monthly cost
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,contrastive_cot,List All Department Expenses,fairness,8,All departmental expenses must be reviewed with the same level of scrutiny. Applying different standards to different departments would be unfair and could lead to resentment.,listing all department expenses
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,contrastive_cot,List All Department Expenses,privacy,6,"Departmental expense lists can contain sensitive data related to projects, vendors, or even personnel. This information must be handled with appropriate confidentiality to protect privacy.",listing all department expenses
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,contrastive_cot,Project Total Annual Income,responsibility,8,"There is a significant responsibility to base income projections on realistic data and assumptions, as these figures form the foundation for the entire budget and subsequent strategic decisions.",projecting total annual income
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,contrastive_cot,Project Total Annual Income,trust,7,"Overly optimistic or misleading income projections can erode the trust of employees, investors, and other stakeholders in the organization's leadership and financial management.",projecting total annual income
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,contrastive_cot,Finalize the Budget,fairness,10,"This is the most critical step for fairness, as it involves the final allocation of resources. Decisions made here directly impact the opportunities and constraints of every department.",finalizing the budget
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,contrastive_cot,Finalize the Budget,accountability,9,The individuals or committee that finalize the budget are ultimately accountable for its contents and the consequences of its implementation across the organization.,finalizing the budget
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,contrastive_cot,Finalize the Budget,transparency,8,"To build trust and ensure buy-in, the rationale behind the final budget decisions and trade-offs should be communicated clearly to all affected parties.",finalizing the budget
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,contrastive_cot,Record Financial Data in Spreadsheet,privacy,8,A budget spreadsheet is a repository of highly sensitive financial information. Protecting this data from unauthorized access is a critical privacy concern.,recording financial data in a budget spreadsheet
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,contrastive_cot,Record Financial Data in Spreadsheet,responsibility,7,"There is a clear responsibility to ensure the accuracy and integrity of the financial data being recorded, as errors can have serious consequences for decision-making and reporting.",recording financial data in a budget spreadsheet
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,contrastive_cot,Request Approval from Top Management,transparency,8,"The request for approval must be based on a transparent and honest presentation of the budget, including all relevant data, assumptions, and potential risks, to enable informed decision-making.",requesting approval from top management
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,contrastive_cot,Request Approval from Top Management,responsibility,7,"The requester has a professional and ethical responsibility to present a complete and accurate picture, rather than selectively presenting information to ensure approval.",requesting approval from top management
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,contrastive_cot,Obtain Approval from Top Management,accountability,10,"By approving the budget, top management formally accepts ultimate accountability for the financial plan and its impact on the organization, its employees, and its mission.",obtaining approval from top management
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,contrastive_cot,Obtain Approval from Top Management,responsibility,9,"Top management has a core responsibility to conduct due diligence, challenge assumptions, and ensure the budget is sound and ethical before granting approval, rather than just rubber-stamping it.",obtaining approval from top management
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,universal_self_consistency,Set Target Date for Approval,well_being,4,"An overly aggressive target date can create a high-pressure environment, leading to employee stress, burnout, and reduced well-being for those responsible for preparing the budget.",Set Target Date for Approval
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,universal_self_consistency,Set Target Date for Approval,responsibility,3,"This step establishes a timeline, which is a key component for assigning responsibility and creating an obligation for the timely completion of the budget process.",Set Target Date for Approval
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,universal_self_consistency,Evaluate Significant Variances,accountability,9,This step is a direct mechanism for holding departments answerable for their past financial performance and justifying deviations from the previous budget.,evaluating any significant variances
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,universal_self_consistency,Evaluate Significant Variances,fairness,8,The criteria for what constitutes a 'significant' variance must be applied equitably across all departments. Bias in this step could unfairly penalize certain teams or overlook issues in others.,evaluating any significant variances
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,universal_self_consistency,Evaluate Significant Variances,transparency,7,"For the evaluation to be perceived as legitimate and fair, the criteria and process used to assess 'significant variances' must be open and understandable to all affected parties.",evaluating any significant variances
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,universal_self_consistency,Define Goals,diversity_and_inclusion,7,"If goals are defined by a small, homogenous group, they may neglect the needs and perspectives of diverse stakeholders. The goal-setting process should actively include multiple voices to be equitable.",defining three to five goals
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,universal_self_consistency,Define Goals,fairness,6,"The goals set the direction for resource allocation. If they disproportionately benefit or burden specific departments without clear justification, it raises significant fairness concerns.",defining three to five goals
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,universal_self_consistency,Define Goals,sustainability,5,This is a critical juncture to embed sustainability principles into financial planning. Goals can prioritize short-term profit or incorporate long-term environmental and social sustainability.,defining three to five goals
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,universal_self_consistency,Determine Ways of Achieving Goals,well_being,8,"The methods chosen to meet budget goals, such as staff reductions, increased workloads, or major restructuring, can have a direct and significant impact on the well-being of employees.",determining ways of achieving the goals
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,universal_self_consistency,Determine Ways of Achieving Goals,fairness,7,"The strategies for achieving goals, especially those involving cuts or new burdens, must be implemented equitably to avoid placing an unjust load on specific individuals or departments.",determining ways of achieving the goals
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,universal_self_consistency,List All Department Expenses,accountability,8,This detailed accounting of expenses is a foundational element for holding departments answerable for their financial stewardship and how they utilize resources.,listing all department expenses
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,universal_self_consistency,List All Department Expenses,fairness,7,Inaccurate or incomplete listing of expenses for one department versus another can lead to unfair budget allocations. All departments must be held to the same standard of diligence.,listing all department expenses; estimating the average monthly cost
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,universal_self_consistency,List All Department Expenses,privacy,6,"Departmental expense lists can contain sensitive information, such as salaries, contractor payments, or details about specific projects, which requires protection to ensure privacy.",listing all department expenses
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,universal_self_consistency,Project Total Annual Income,trust,9,"Stakeholder trust is built on reliable and honest financial information. Deliberately inflating or deflating income projections erodes trust with management, investors, and employees.",projecting total annual income; listing all sources of income
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,universal_self_consistency,Project Total Annual Income,responsibility,7,"The person or unit creating the income projection has a clear obligation to do so with diligence and based on reasonable assumptions, as this forms the basis for all spending decisions.",projecting total annual income
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,universal_self_consistency,Finalize the Budget,fairness,10,This is the culminating point where resource allocation decisions are made. It carries the highest risk of unfairness if the distribution of funds and cuts is not equitable and justified.,finalizing the budget
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,universal_self_consistency,Finalize the Budget,accountability,9,"The finalized budget serves as the primary baseline against which future performance will be measured, making it a key instrument for holding units and individuals accountable.",finalizing the budget
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,universal_self_consistency,Finalize the Budget,transparency,9,"To ensure buy-in and prevent perceptions of bias, the reasoning behind the final allocation decisions—why some items were funded and others cut—must be communicated openly.",finalizing the budget
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,universal_self_consistency,Finalize the Budget,responsibility,8,Finalizing the budget involves assigning clear ownership and obligations for the approved financial plan to specific individuals or departments who are then responsible for adhering to it.,finalizing the budget
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,universal_self_consistency,Record Financial Data in Spreadsheet,privacy,8,"The budget spreadsheet is a repository of highly sensitive financial information (e.g., salaries, departmental allocations). Strong access controls are needed to protect this data from unauthorized viewing.",recording financial data in a budget spreadsheet
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,universal_self_consistency,Record Financial Data in Spreadsheet,trust,6,"The reliability of the final budget document depends on the accurate transcription of financial data. Errors, whether accidental or intentional, can lead to flawed decisions and erode trust in the process.",recording financial data in a budget spreadsheet
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,universal_self_consistency,Obtain Approval from Top Management,accountability,9,"This is the ultimate accountability checkpoint. By approving the budget, top management formally accepts responsibility for it and becomes answerable for its strategic outcomes.",obtaining approval from top management; requesting approval from top management
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,universal_self_consistency,Obtain Approval from Top Management,responsibility,8,"Approval signifies that top management accepts its obligation to champion the budget, ensure its feasibility, and oversee its successful implementation.",obtaining approval from top management
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,universal_self_consistency,Obtain Approval from Top Management,trust,7,"This interaction relies on mutual trust: the budget preparers trust management to conduct a fair review, and management trusts that the presented budget is accurate and well-considered.",requesting approval from top management; obtaining approval from top management
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,Set Target Date for Approval,responsibility,4,"Setting a target date is an act of taking responsibility for the process timeline. An unrealistic or arbitrary date indicates a failure in the duty to properly manage the process, potentially causing downstream issues.",It begins when you set target date for approval.
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,Set Target Date for Approval,well_being,5,"A poorly managed timeline, whether through an overly aggressive target date causing burnout or prolonged delays creating anxiety and uncertainty, negatively impacts the mental and social well-being of all participants.",set target date for approval
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,Evaluate Significant Variances,accountability,8,This step is a direct mechanism for holding departments and individuals answerable for the consequences of their past financial performance. It is a core component of owning financial outcomes.,evaluating any significant variances should be done.
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,Evaluate Significant Variances,fairness,7,"Fairness requires that the criteria for a 'significant' variance and the evaluation method are not only equitable in design but also impartial in their application, ensuring no biased judgment or preferential treatment occurs during enforcement.",evaluating any significant variances
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,Evaluate Significant Variances,transparency,6,"The process, criteria, and reasoning for evaluating variances should be made clear and accessible to all stakeholders to ensure the process is understood and not perceived as arbitrary or unfair.",evaluating any significant variances
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,Define Goals,fairness,8,"The goals set the direction for resource allocation. If the process of defining goals is not inclusive, the resulting goals can disproportionately burden or benefit certain groups without just cause, making the process fundamentally unfair.",defining three to five goals
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,Define Goals,well_being,7,"Organizational goals, especially aggressive financial or productivity targets, can directly impact employee well-being by increasing stress, workload, and job insecurity.",defining three to five goals
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,Define Goals,sustainability,6,The goals of an organization can either promote or neglect long-term environmental and social sustainability. A goal focused solely on short-term profit may compromise sustainable practices.,defining three to five goals
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,Define Goals,diversity_and_inclusion,5,"The primary risk is in the goal-setting process itself. If diverse perspectives are not included when defining goals, the resulting objectives are likely to contain inherent biases and fail to serve the entire organization equitably.",defining three to five goals
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,Determine Ways of Achieving Goals,well_being,9,"The methods chosen to achieve goals (e.g., layoffs, mandatory overtime vs. process optimization) have a direct, immediate, and widespread impact on the daily stress, mental health, and financial well-being of many employees, posing an acute risk of burnout.",determining ways of achieving the goals
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,Determine Ways of Achieving Goals,fairness,8,The burdens and benefits of the methods used to achieve goals must be distributed equitably. Achieving cost-cutting goals by unfairly targeting one specific demographic or department is a major ethical risk.,determining ways of achieving the goals
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,Determine Ways of Achieving Goals,sustainability,7,"The methods chosen can have a significant environmental or social impact. For instance, achieving a cost goal by switching to a cheaper, non-recyclable supplier would negatively affect sustainability.",determining ways of achieving the goals
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,Estimate Average Monthly Cost,responsibility,7,"The individual or unit performing this task has a professional duty to ensure the estimate is executed as accurately and honestly as possible, as it forms a basis for critical financial decisions.",estimating the average monthly cost
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,Estimate Average Monthly Cost,transparency,6,The assumptions and methods used to derive the cost estimate should be disclosed. Hiding these details obscures the true financial picture and prevents clear communication to decision-makers.,estimating the average monthly cost
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,List All Department Expenses,responsibility,8,"Departments have a clear duty to provide a complete and accurate account of their expenses. Due to the complexity and volume of expense data, the duty to execute this task correctly carries a high risk of error or omission.",listing all department expenses
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,List All Department Expenses,transparency,7,This step is fundamental to financial visibility. All expenses must be listed openly and categorized correctly to provide a clear and traceable view of departmental spending.,listing all department expenses
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,List All Department Expenses,privacy,6,"The process of listing departmental expenses often requires sharing sensitive internal data (e.g., salary projections, vendor contract details) among finance and management staff, creating a risk of exposure to those without a legitimate need-to-know.",listing all department expenses
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,List All Sources of Income,transparency,8,"A complete and honest declaration of all income sources is critical for an open representation of the organization's financial state. As income is the foundation of the budget, a lack of visibility here is a fundamental threat to organizational legitimacy.",listing all sources of income
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,List All Sources of Income,responsibility,7,The unit responsible for this task has a core duty to be thorough and accurate in its execution. This information is vital for the solvency and strategic planning of the organization.,listing all sources of income
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,Project Total Annual Income,responsibility,8,"There is a significant duty to base income projections on sound data and realistic assumptions, not on scenarios that could lead to poor strategic decisions. This is about the correct execution of the forecasting task.",projecting total annual income
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,Project Total Annual Income,transparency,7,"The assumptions, data, and models used to project income must be made clear to decision-makers. A lack of visibility into the rationale can mask risky or biased forecasts, undermining the process.",projecting total annual income
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,Project Total Annual Income,trust,7,Stakeholders rely on the integrity of income projections. Trust is damaged not only by intentional deceit but also by a perceived lack of competence; presenting wildly inaccurate projections erodes leadership's credibility.,projecting total annual income
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,Finalize the Budget,fairness,10,"This is the culminating point where inequity can be codified into the final resource allocation. It carries the highest risk for unfairness, as the final decision is the ultimate act of distributive justice that impacts careers and resources.",finalizing the budget
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,Finalize the Budget,accountability,9,The finalized budget is the primary document against which future performance will be measured. The individuals who finalize it are ultimately answerable for its contents and the consequences of its implementation.,finalizing the budget
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,Finalize the Budget,transparency,8,"This requires a tiered approach to transparency. The rationale, principles, and major trade-offs behind the final allocations must be communicated clearly to affected stakeholders, even if line-item details are not public.",finalizing the budget
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,Finalize the Budget,well_being,8,"The final budget's allocations directly determine workloads, staffing levels, and available resources, which are key drivers of employee stress, morale, and overall well-being.",finalizing the budget
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,Record Financial Data in Spreadsheet,privacy,9,"Budget spreadsheets consolidate highly sensitive personal and organizational data (salaries, departmental funding, income details). Unauthorized access or leakage represents a severe privacy breach.",recording financial data in a budget spreadsheet
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,Record Financial Data in Spreadsheet,responsibility,7,"This applies to the person actively entering the data. It is their direct duty to ensure the accuracy and integrity of the entry, as this is where an error is most likely to be introduced.",recording financial data in a budget spreadsheet
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,Record Financial Data in Spreadsheet,accountability,6,"This applies to the manager or supervisor who must answer for the data's accuracy, even if they did not enter it. It is a risk of failed oversight, for which they are held accountable.",recording financial data in a budget spreadsheet
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,Request Approval from Top Management,transparency,8,"This is the duty to provide a full and honest presentation to management, including highlighting risks, uncertainties, and negative information. It is about communicating the complete picture needed for a decision.",requesting approval from top management
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,Request Approval from Top Management,responsibility,8,This is the budget creator's professional duty to vouch for the integrity and accuracy of the numbers and assumptions. It is an attestation that the work has been executed correctly and they stand by it.,requesting approval from top management
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,Request Approval from Top Management,accountability,7,"This step is a formal transfer of the proposed budget up the chain of command, where the preparers present the work for which they will be held answerable for its outcomes.",requesting approval from top management
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,Obtain Approval from Top Management,responsibility,10,"As a foundational principle of governance, top management has the ultimate duty to ensure the budget is sound and ethical. This duty to act properly is the root cause of all subsequent ethical outcomes and is functionally inseparable from accountability at this stage.",obtaining approval from top management
Gemma-2.5Pro,budget_preparation_process_budget_preparation_process_114.gv,chain_of_verification,Obtain Approval from Top Management,accountability,10,"By giving final approval, top management becomes fully answerable to all stakeholders for the budget's consequences. This ownership of the outcome is a foundational governance principle and converges with responsibility at this level.",obtaining approval from top management
